subject,body,label
símbolos ipa vs americanistas,"Finalmente, sou levado a responder ao debate sobre as tradições do ipa versus as tradições ""americanistas"" na transcrição fonética. Sinceramente, fiquei um pouco surpreso com o tom da apresentação original, sugerindo que a recusa do ipa em usar símbolos hachek/cunha para palatoalveolares era um exemplo de racismo (tanto antiamericanismo quanto antieslavismo e, sem dúvida, antidiacriticismo). agora ficamos sabendo que o próprio ipa é uma conspiração antidemocrática e que precisamos de uma nova campanha liderada por organizações americanas para fazer a transcrição fonética ""s afe for democracy, apple pie, and the american way""! Alguns pontos precisam ser levantados a esse respeito, eu acho. primeiro, não é verdade que o ipa não é usado na América do Norte. o que temos aqui talvez não seja o eurocentrismo, mas o centrismo fonológico/dialetológico! os foneticistas clínicos e patologistas da fala na América do Norte quase sempre usam o ipa (sim: esses / zees longos, jods e o sistema de vogais cardinais e tudo mais! Por outro lado, praticamente todos os fonologistas deste lado do Atlântico usam os chamados símbolos americanistas. A divisão, portanto, não é como tem sido retratada. Se os fonologistas tendem a usar um conjunto de símbolos e os foneticistas, outro, isso é realmente um problema, já que, de qualquer forma, eles se preocupam com níveis diferentes de descrição? Será que os temores de discriminação racial e conspirações antidemocráticas podem realmente ser justificados por causa de distinções relativamente triviais em símbolos que qualquer pessoa treinada na área conhece? O segundo ponto diz respeito ao debate sobre os símbolos em si. Como acabei de observar, a diferença entre certos símbolos certamente não é fundamentalmente importante; mas eu gostaria de falar em defesa das versões ipa não hachek. Deixando de lado o fato de que esses símbolos têm uma longa história, eu acho que um símbolo unitário é preferível a um composto. (ao contrário da postagem original, sempre me pareceu óbvio que os símbolos hachek eram s / z etc. mais um diacrítico). embora o ipa nem sempre seja consistente nesse ponto, uma abordagem de símbolo unitário evita confusões quanto à natureza da distinção s - s. Talvez seja necessário combater os sentimentos dos alunos de que [ s ] é, na verdade, apenas um tipo de [ s ], o que é reforçado pela grafia; não ajuda se o símbolo também se parecer com um 's ort of s '. Também podemos observar a diferença entre [ j ] e [ y ] para o aproximante palatal. No entanto, essa escolha nos deixa com um problema para uma vogal alta frontal arredondada. Se não pudermos usar [ y ], teremos de recorrer a [ u "" ]. O diacrítico [ "" ], no entanto, também é comumente usado em muitas tradições para significar centralizado. essa transcrição também sugere que [ u "" ] é uma variedade de [ u ] e que [ o "" ] é uma variedade de [ o ] etc. O uso de símbolos independentes deixa em aberto a relação entre o arredondamento dos lábios e a posição da língua, o que não acontece com as versões ""d iaresis"". Independentemente de como a transcrição fonética se desenvolverá no futuro, evitemos lançar acusações contra outros usuários ou órgãos. Esquemas utópicos de ortodoxia universal nessa área são certamente desnecessários, se não infundados. Para sermos realistas, é improvável que a maioria dos usuários do ipa (onde quer que estejam) renuncie a padrões de uso de mais de um século, e os não usuários do ipa estarão igualmente interessados em manter suas simbolizações. Vamos aprender a conviver com isso e, em vez disso, dedicar tempo ao aprimoramento dos sistemas de transcrição (por exemplo, para a transcrição da fala atípica encontrada em clínicas de patologia da fala). talvez, vive la difference seja o lema a ser seguido! martin j. ball university of ulster",0
linguagem infantil,"sou um pesquisador de linguagem infantil da Finlândia, atualmente envolvido em um projeto de pesquisa longitudinal. gostaria de saber se alguém poderia me dar conselhos sobre a pesquisa mais recente que lida com a estrutura fonológica/morfológica de ""palavras"" de crianças de 2 anos de idade. também estou interessado em saber se alguém tem experiência em tarefas de imitação com crianças de 18 meses de idade. ficaria grato por qualquer conselho ulla richardson university of jyvaskyla finland e-mail: ulanri @ jyu . fi",0
endereço www da linguística na unc,informações sobre o departamento de linguística da universidade da carolina do norte em chapel hill podem ser obtidas na nova página inicial do departamento na rede mundial de computadores em http : / / www . unc . edu / depts / ling . html,0
,"o mitwpl tem o prazer de anunciar a publicação de dois novos volumes ! scil vi , proceedings of the sixth annual student conference in linguistics , university of rochester , new york . chris giordano and daniel ardron ( eds ) . mit working papers in linguistics # 23 . 336 pp , $ 12 + p / h ($ 2 nos EUA, outros $ 3) . mitwpl , 20d-219 mit , cambridge , ma , 02139 , usa - mitwpl @ mit . edu . babyonyshev , m , r fein , j ganger & s avrutin ; bakovic , e ; boster , c tenny ; brown , k leigh ; buering , d ; dimitriadis , a ; elordieta , g ; han , e ; hartmann , k & d buering ; jimenez , m - l ; lee , s ; lopez , l ; nunes , j ; oshita , h ; poulin , c ; ramos - santacruz , m ; ura , h ; varlokosta , s . formal approaches to japanese linguistics 1 , proceedings of the may 1994 mit conference . mit working papers in linguistics # 24 , masatoshi koizumi and hiroyuki ura ( eds ) . 411 pp , $ 15 + p / h ( $ 2 nos EUA , caso contrário $ 3 ) . enviar cheques para mitwpl , 20d-219 mit , cambridge , ma , 02139 , eua . e-mail : mitwpl @ mit . edu aikawa , t ; aoyagi , h ; brockett , c ; dubinsky , s ; endo , y ; kato , y ; kawashima , r ; kikuchi , a , m oishi , & n yusa ; kimura , n ; kitahara , h ; koizumi , m ; nakamura , a ; nakayama , m ; saito , m ; sakai , h ; sohn , k - w ; tsujimura , n ; ura , h ; venditti , j & h yamashita ; watanabe , s .",0
sum . : história da capitalização em inglês,"no final de janeiro/início de fevereiro, publiquei uma consulta na linguist sobre fontes sobre a história da capitalização em inglês. várias pessoas responderam pedindo que eu publicasse um resumo na lista sobre quaisquer respostas que eu recebesse. minhas desculpas pela demora, mas tenho lutado contra três ""bugs"" diferentes de inverno (alguns virais, outros bacterianos) desde a minha postagem original e tive que correr para colocar em dia os compromissos acadêmicos antes do final do semestre! de qualquer forma, aqui está o resumo. . a resposta de ""sucesso"" mais imediata, por assim dizer, veio de david denison da u. of manchester, u. k.: mrcepdd @ fsl. art. man. ac. uk . david sugeriu o seguinte artigo: osselton , noel ( 1985 ) ' spelling - book rules and the capitalization of nouns in the seventeenth and eighteenth centuries ' . in arn , mary- jo and hanneke wirtjes ( eds . ) . * Estudos históricos e editoriais em inglês medieval e moderno: para johan gerritsen. * wolters - noordhoff , groningen , pp . 49-61 . para meu deleite, descobri que a ""minha"" biblioteca universitária (knight lib. at the u. of oregon) tinha exatamente esse volume. o artigo (capítulo) tem apenas 6 páginas, mas contém também uma lista de livros de ortografia e gramáticas, etc. aos quais osselton se referiu no texto. há também uma página de notas. essa referência é a mais útil que já vi, e vou usá-la (quando tiver tempo) como base para encontrar mais informações sobre esse tópico. um bom lugar para começar, eu acho. uma resposta de john e. koontz (koontz @ bldr. nist. gov) me indicou listas da usenet que, infelizmente, ainda não pude experimentar. john sugere comp. fonts, ou os repositórios de postagens anteriores da usenet (ele não tem certeza de onde estão), ou as coleções de faq da usenet. larry rosenwald ( lrosenwald @ wellesley . edu ) sugeriu que se consultasse a literatura sobre a história da impressão, pois ele me lembrou que ""na verdade, a capitalização era frequentemente regularizada pelo impressor"". henry rogers ( rogers @ epas . utoronto . ca ) escreveu e observou que ""a distinção entre maiúsculas e minúsculas no alfabeto romano obviamente se desenvolveu na escrita da idade média..."". ""Confesso que meu conhecimento sobre a Idade Média não é suficiente para saber por que isso é ""óbvio"", e ainda não consegui entrar em contato com Henry para descobrir. Você tem um momento para responder, por favor, Henry? eleanor olds batchelder ( eobgc @ cunyvm . cuny . edu) sugeriu que eu desse uma olhada nos escritos de Geoffrey Nunberg, ""especialmente em sua história da pontuação"", mas ela observou que isso é ""apenas um palpite"", já que ela ainda não leu a obra. nem eu, ainda! uma resposta final veio de Stavros Macrakis (macrakis @ osf. org) com as seguintes sugestões: ""Observo que há um título da biblioteca do congresso (tn3270 locis . loc . gov) sobre capitalização, mas a maioria dos livros ali contidos são prescritivos ou educacionais. Há também um subtítulo sobre capitalização em idiomas, mas o idioma inglês - capitalização oferece apenas livros de exercícios. encontrei alguns livros sobre capitalização em alemão que podem (ou não) ser úteis. veja abaixo. o catálogo de harvard lista 15 livros sobre capitalização em inglês, todos prescritivos. = = = = = = = = = = = = = = = = = = = = = = materialien zur historischen entwicklung der gross - und kleinschreibungsregeln / wolfgang mentrup (hg.) . tuebingen : niemeyer , 1980 . 336 p . lc call # pf3147 . m34 assuntos [ para mentrup ] : língua alemã - - capitalização - - história . + + + + + + + + + + + + + + + + + + + + + + + + moulin , claudine . der majuskelgebrauch in luthers deutschen briefen ( 1517-1546 ) . heidelberg : winter , 1990 . xxxiii , 462 pp . assuntos : lutero , martin língua alemã - - capitalização língua alemã - - ortografia e ortografia originalmente apresentada como tese de doutorado da autora , 1989 , em otto - friedrich - universitaet , bamberg .  1) em relação ao ponto sobre o surgimento da indústria gráfica como uma influência importante na * * regularização * * do uso de maiúsculas, ainda tenho dúvidas sobre a maneira como as pessoas usavam maiúsculas antes da imprensa. por exemplo, em escritos religiosos, como o livro de kells (eire), encontramos letras maiúsculas, ornamentadas, no início de partes do texto / topo da página. por que eram usadas maiúsculas? não vi cópias da obra, mas será que adam bede fazia o mesmo? 2) com base em (1), eu pergunto: onde / por que surgiu a ideia da capitalização em primeiro lugar? em vários outros sistemas de escrita do mundo, um método de marcar palavras ""importantes"" com uma versão maior e ligeiramente diferente das letras de tamanho ""normal"" está completamente ausente. assim, quem / por que / onde surgiu a capitalização? nós tomamos isso como algo natural, eu me pergunto se ainda podemos re - / descobrir o raciocínio por trás dessa estratégia de ""distinção"". (e como um último tiro de despedida, por assim dizer, gostaria de salientar que, na escrita em inglês, usamos uma letra maiúscula para o 1º. p. s. em todos os ambientes, mas não para qualquer outra pessoa! por quê? isso também foi uma influência da impressão (por exemplo, para distingui-lo do pequeno ""i"" em algarismos romanos? ) Conversando com um professor local, o russo, por exemplo, (se bem me lembro), não tem essa distinção. E quanto aos sistemas de escrita de outros idiomas, europeus ou não? e que efeito esse padrão inglês tem sobre nós psicologicamente? no sentido de que ""i"" é mais importante do que ""you"", ""them"" etc.? ? Mais uma vez, agradeço a todos os que responderam. Aguardo ansiosamente a discussão, se houver, sobre minhas perguntas, seja por meio de mensagens para a lista ou diretamente para mim. * * ""As palavras não significam, as pessoas significam ... . ""* * (esqueci o autor desse lembrete) . afb .",0
catálogos de bibliotecas on-line,"não pretendo desestimular os leitores linguistas a postar consultas bibliográficas na lista. pelo contrário, gostaria de lembrá-los/informá-los de que existem catálogos de bibliotecas on-line disponíveis e de acesso aberto por meio da telnet, o que pode facilitar muito sua vida na busca por referências. tudo o que você precisa é de acesso à telnet e um pouco de paciência. o endereço a seguir lhe oferecerá um tour pelas principais bibliotecas do mundo. é improvável que algum volume importante não esteja listado em alguma das bibliotecas importantes. para acessá-lo, basta dar o comando (após o prompt) telnet rsl. ox. ac. uk ou telnet 163 . 1 . 62 . 31 esse é (creio eu) um serviço gratuito, exceto pelo modo como seu sistema local gerencia o tempo de uso do comando e da CPU. é um site localizado no Reino Unido. você não precisa de nome de login nem de senha. basta fazer login e seguir os menus. depois de identificar a(s) biblioteca(s) de sua preferência, você pode preferir anotar os endereços de telnet para acessá-las diretamente no futuro. alguns sites oferecem acesso a índices de artigos. Existem serviços que podem lhe enviar por fax um determinado artigo, mediante solicitação (por uma taxa, é claro), em 24 horas. A sintaxe das pesquisas bibliográficas varia de instituição para instituição, mas depois de um tempo você pega a ideia e a navegação na biblioteca se torna coisa de criança. por favor, não escreva para a minha conta pedindo mais detalhes sobre como isso funciona - pelo menos não por alguns meses! sou apenas um usuário. celso alvarez - caccamo",0
política linguística da Letônia,"Achei o tópico de ""violações de direitos humanos linguísticos"" particularmente interessante, mas estou um pouco confuso quanto ao que constitui tal violação. marc picard escreve: ""pessoalmente, eu esperaria que os latinos tomassem todas as medidas que considerassem necessárias para que todos em seu país falassem seu idioma"". ""Se alguém fizesse uma declaração como essa sobre a situação do idioma nos Estados Unidos (especialmente no que diz respeito aos falantes nativos de espanhol que são residentes/cidadãos dos EUA), tenho certeza de que algum grupo levantaria os braços em protesto contra a opressão desse segmento da população. é isso que se entende por ""violação dos direitos humanos linguísticos""? é algo mais grave? ou estamos olhando para outros países e aplicando padrões diferentes daqueles que aplicamos nos Estados Unidos? mark mitton carleton college northfield , mn 55057 mittonm @ carleton . edu",0
lista de linguistas do toc for linguist,"Prezados senhores, a profa. helen dry ofereceu a possibilidade de incluirmos anúncios de nossas atividades na linguist (mensagem de 24 de abril de 1997). o anúncio de um workshop sobre discurso relatado encontra-se abaixo. manfred roncador anúncio de um workshop na '20ª conferência da sociedade lingüística alemã (dgfs)' em halle sobre 'forma e função do discurso relatado' coordenadores: tom gueldemann e manfred von roncador estudos lingüísticos têm demonstrado cada vez mais que, em contraste com a abordagem tradicional, uma distinção clara entre discurso direto e indireto é insustentável para muitos idiomas. A existência de formas intermediárias como o discurso semidireto, o chamado estilo indireto livre e as construções logóforas apontam para uma análise em que as diferentes formas de discurso relatado são atribuídas a uma posição específica em um continuum cujos polos extremos são caracterizados por um deslocamento mínimo ou máximo do centro dêitico (cf. Roncador, 1988). No âmbito dessa abordagem teórica, é interessante investigar quais funções diferentes as formas individuais de discurso relatado podem desempenhar no discurso. expressões linguísticas usadas nos idiomas para sinalizar o discurso relatado e como essas qcs estão relacionadas às funções das diferentes categorias de discurso relatado dispostas no continuum mencionado acima. As possíveis características a serem investigadas a esse respeito são, entre outras, a estrutura interna das qcs, a obrigatoriedade dos elementos proposicionais individuais nelas contidos (como a referência ao falante e ao destinatário), a estratégia específica para expressar o aspecto locucionário e a natureza da relação semântico-sintática entre a qc e a citação em si. Como as análises do discurso relatado em línguas isoladas ainda são frequentemente orientadas por conceitos desenvolvidos para línguas europeias, contribuições sobre línguas não europeias que ofereçam novas percepções sobre aspectos menos conhecidos desse domínio funcional serão particularmente bem-vindas. Isso servirá para colocar essas primeiras tentativas de tipologizar o fenômeno do discurso relatado em seus aspectos funcionais e formais (cf. roeck, 1994) em uma base empírica mais ampla. referências: roeck, m. de . 1994. typology of speech reports. in: engberg - pedersen et al. ( eds. ), function and expression in functional grammar. berlin: mouton de gruyter, pp. 331-351. 331-351 . roncador , m . von . 1988 . zwischen direkter und indirekter rede : nichtwoertliche direkte rede , erlebte rede , logophorische konstruktionen und verwandtes . tuebingen : max niemeyer . prof . helen dry , dr . manfred von roncador afrikanistik i universitaet bayreuth d-95440 bayreuth tel . + 921 / 55 21 91 fax + 921 / 55 36 27",0
história da prática linguística e gramatical,"* * * ankuendigung - einladung - call for papers * * * xi . internationales kolloquium des sgds mit dem schwerpunktthema geschichte der sprachwissenschaftlichen und grammati ( kographi ) schen praxis history of linguistic and grammatical praxis histoire de la praxis linguistique et grammaticale veranstaltet vom studienkreis ' geschichte der sprachwissenschaft ' ( sgds ) in verbindung mit dem departement linguistiek der katholieke universiteit leuven leuven / louvain ( b ) , 02 . - 04 . 07 . 1998 hinweis : bei dem o . g . themenschwerpunkt ist vor allem an historiographische studien zur grammatikographie , zum mutter - und frendsprachenunterricht sowie zu den bereichen sprachplanung , sprachpolitik und kunstsprachen gedacht . darueber hinaus ist etwa ein drittel der tagung auch fuer andere sprachwissenschaftsgeschichtliche themen vorgesehen . * anmeldeschluss : 15 . 1 . 1998 * kongresssprachen : deutsch , englisch und franzoesisch . anmeldung etc. werden erbeten an : xi . sgds - kolloquium , prof. dr. pierre swiggers , departement linguistiek , katholieke universiteit leuven , blijde inkomststraat 21 , b-3000 leuven ; fax : + 32-16 - 325025 ; e-mail : pierre . swiggers @ arts . kuleuven . ac . be oder prof. dr. peter schmitter , postfach 410115 , d-48065 muenster ; fax : + 49-2534 - 1890 ; e-mail : schmipe @ uni-muenster . de prof . dr . peter schmitter institut fuer allgemeine sprachwissenschaft westfaelische wilhelms - universitaet muenster e-mail : schmipe @ uni-muenster . de",0
,"semântica 1 ) p . m . bertinetto , v . bianchi , j . higginbotham , m . squartini ( eds . ) : temporal reference , aspect , and actionality . vol . 1 : semantic and syntactic perspectives . pb : 250pp . ; approx . usd 30 ; rosenberg & sellier ( via andrea doria 14 , i-10123 torino , credit card accepted ) actionality : p . m . bertinetto & m . squartini , l . j . brinton , i . depraetere , j - p . descles & z . guentcheva , e . ; semantics and syntax : a . bonomi , g . chierchia , d . delfitto & pm . bertinetto , a . lenci , j . pustejovsky & f . busa , a . sanfilippo , h . verkuyl ; relações discursivas : r . boogaart , w . castelnovo , w . castelnovo & r . vogel , v . lo cascio , c . vet ; sintaxe e semântica : v . bianchi , m . squartini , pm . bertinetto , l . dini , a . giorgi & f . pianesi , j . nunes & e . thompson , t . stowell , k . zagona . 2 ) p . m . bertinetto , v . bianchi , o . dahl , m . squartini ( eds. ) : temporal reference , aspect , and actionality . vol . 2 : typological perspectives . pb : 250 pp . ; aprox. usd 30 ; rosenberg & sellier ( via andrea doria 14 , i-10123 torino , cartão de crédito aceito ) general issues : o . dahl , c . de groot , r . thieroff & m . budde ; the interrelationship of aspect and actionality : c . bache , l . gebert , j . lindstedt , c . s . smith , h . tommola ; o progressivo : o . heinamaki , e . konig , h . metslang , k . h . ebert ; os perfects : j . boulle , f . fici giusti , t . a . j . m . janssen , a . mittwoch ; tense & beyond : a . aksu koc , a . giacalone ramat . para mais informações : bertinet @ sns . it",0
emprego na índia,"content - length : 1469 position in phonology / syntax jawaharlal nehru university new delhi , india o centro de lingüística e inglês da universidade jawaharlal nehru convida a candidaturas para o cargo de professor assistente a partir de agosto de 1995. o candidato deve ter doutorado em lingüística com especialização em fonologia ou sintaxe. experiência anterior de ensino é altamente desejável. não há prazo específico para esta posição. as inscrições serão consideradas até que a posição seja preenchida. envie as inscrições para o endereço abaixo. até 30 de junho, a prof. abbi pode ser contatada pelo telefone (510) 657-5225. professora anvita abbi, chair center for linguistics and english school of languages jawaharlal nehru university new delhi , india 110067",0
um novo periódico multidisciplinar: chamada para comentários," / Estamos informando os usuários da Internet sobre esse projeto para gerar uma discussão e para que suas ideias e comentários possam ser usados para modificar e enriquecer nossos planos. Para obter informações mais detalhadas sobre o projeto, consulte a versão completa em francês (disponível aqui em alguns dias). - daniel soutif diretor do departamento de desenvolvimento cultural",0
cúpula do mt v,"caros linguistas, como organizadores do tmi95, muitas vezes nos perguntam se temos mais informações sobre o mt summit v . a melhor coisa a fazer é entrar em contato com o grupo sema em luxemburgo, em vez de bruxelas . o número é : + 352 . 40 00 83 - - bruno * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * bruno tersago tel : + 32-16 - 32 50 88 centre for computational fax : + 32-16 - 32 50 98 linguistics maria - theresiastraat , 21 e - mail : bruno . tersago @ ccl . kuleuven . ac . be b-3000 leuven ( belgium ) url : http : / / www . ccl . kuleuven . ac . be / ~ bruno / * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *",0
re : 6 . 389 sum : história da capitalização em inglês,"acredito que, em algum momento, todos os substantivos foram tampados em inglês, como ainda são em alemão. talvez você encontre algo de interesse em meu artigo sobre o tampamento de nomes étnicos na recém-publicada centennial usage studies , pads . se bem me lembro, nunberg tenta mapear uma teoria descritiva da pontuação e fala pouco ou nada sobre tampas ( quase ninguém fala nada sobre elas, mas há algumas referências de trabalhos na bibliografia do meu artigo . bob wachal",0
alto alemão no sul da Alemanha,"acabei de iniciar um doutorado sobre ""o uso do alto alemão e as atitudes em relação ao alto alemão em uma região do sul da Alemanha"". no momento, estou elaborando um questionário, mas também quero envolver outras técnicas de coleta de dados. gostaria de obter mais ideias sobre vários métodos de coleta de dados. Se houver alguma literatura ""muito"" recente sobre estudos de atitude em relação ao idioma, especialmente em contextos de dialeto e idioma padrão, por favor, me passe essa informação também. obrigada anne hof department of german university of manchester manchester m13 9pl england e-mail : mflugah @ fs1 . art . man . ac . uk",0
posição temporária na sintaxe,"o programa de lingüística do instituto de lingüística e línguas e literaturas asiáticas e eslavas (ilasll) da universidade de minnesota solicita inscrições para um cargo temporário em tempo integral (sem vínculo empregatício) para um especialista em teoria sintática (qualquer estrutura principal) no nível de professor assistente para o ano acadêmico de 1995-96. a carga horária de ensino será de cinco cursos em três trimestres, com início em 16 de setembro de 1995. As responsabilidades específicas de ensino incluem uma sequência introdutória de dois trimestres em sintaxe; uma introdução de graduação à linguística; um seminário de pós-graduação em sintaxe em um tópico de escolha; e um segundo curso de pós-graduação em uma área de escolha (teoria morfológica ou fonológica, semântica / pragmática ou linguística histórica sendo preferida). Outras responsabilidades incluem a manutenção de atividades de pesquisa, orientação de estudantes de pós-graduação e serviço em comitês departamentais. As qualificações essenciais incluem o doutorado em linguística e experiência de ensino em nível universitário; candidatos com publicações acadêmicas e apresentações são preferidos. o programa de linguística do campus de twin cities da universidade de minnesota oferece os graus de bacharelado, mestrado e doutorado em linguística e mantém fortes vínculos com programas de pós-graduação e centros de pesquisa em ciências cognitivas, distúrbios da comunicação e aquisição da linguagem. os candidatos devem enviar um currículo, uma carta de inscrição descrevendo os interesses atuais de pesquisa e ensino e três cartas de referência para: chair, linguistics search committee program in linguistics, ilasll 192 klaeber court university of minnesota 320 - 16th avenue se minneapolis, mn 55455 todos os materiais devem ser recebidos até 14 de abril de 1995. mais informações podem ser obtidas por carta para o endereço acima ou por e-mail direcionado a bdowning @ maroon . tc . umn . edu . a universidade de minnesota está comprometida com a política de que todas as pessoas devem ter acesso igualitário a seus programas, instalações e empregos, independentemente de raça, cor, credo, religião, nacionalidade, sexo, idade, estado civil, deficiência, status de assistência pública, status de veterano ou orientação sexual.",0
re : 6 . 199 ipa,"Seria bom ter uma verdadeira democracia ao tentar chegar a um acordo sobre como usar os símbolos fonéticos, como sugeriu Stemburger. Assim como a guerra é um assunto importante demais para ser deixado para os generais, a escolha de um conjunto padronizado de símbolos não deve ser deixada para os foneticistas. A Associação Fonética Internacional sempre reconheceu isso. Ela tem plena consciência do fato de que os símbolos da IPA são usados por uma grande variedade de pessoas. Na Convenção de Kiel de 1989, que foi a primeira grande revisão em quase 50 anos, houve uma grande discussão sobre a necessidade de lembrar nossos ""clientes"", como disse um foneticista. e (apesar dos comentários contrários dos participantes dessa discussão) as únicas mudanças desde então foram pequenas mudanças que afetaram comparativamente poucos usuários do alfabeto, em grande parte devido à crença de que é importante que o alfabeto permaneça o mais estável possível. se stemburger quiser organizar algum tipo de referendo, boa sorte para ele. observo que ele sugere a lsa como o órgão apropriado para os eua, embora ele também mencione a ashla (associação americana de audição e linguagem da fala) como um grupo interessado que adotou oficialmente o ipa. seus membros são muito maiores do que os da lsa. a asa (acoustical society of america) é outro grupo que tem muitos membros interessados em símbolos fonéticos. a convenção de kiel da ipa de 1989 foi aberta a todos e incluiu membros de todas as organizações mencionadas por stemburger, inclusive lsa, ashla, asa, sil e outras, sem que nenhum dos participantes, é claro, falasse oficialmente em nome de qualquer uma dessas organizações. A convenção também foi divulgada em um artigo no idioma, o único artigo em que Morris Halle e eu fomos coautores. Realmente não vejo como conseguir mais colaboração internacional. Concordar com os símbolos é tão difícil quanto fazer com que todos usem as mesmas unidades para medir pesos e distâncias. em resposta à minha sugestão anterior de que as pessoas interessadas nas escolhas de símbolos fonéticos deveriam se associar à associação fonética internacional, recebi perguntas sobre como fazer isso. há um formulário na revista da associação fonética internacional (que os membros recebem - e que a biblioteca da sua universidade + deveria + pegar). mas, na verdade, tudo o que você precisa fazer é enviar seu nome e endereço, além de um cheque de US$ 25 ou # 13 libras esterlinas (ou solicitar a cobrança de access/mastercharge/visto/eurocard) para o seguinte endereço: secretariat , ipa linguistics and phonetics univeristy of leeds leeds , ls2 9jt , u. k. peter ladefoged",0
